sh /tmp/rs.sh; echo RS_DONE_$?
=== trace size ===
  818 /root/deskmon.csv
=== is anything still alive? ===
  Xfbdev       -
  jwm          -
  st           -
  xfiles       -
  xcalc        -
  s31-deskmon  206
=== oom kills ===
  [ 3471.290719] InputThread invoked oom-killer: gfp_mask=0x140cca(GFP_HIGHUSER_MOVABLE|__GFP_COMP), order=0, oom_score_adj=0
  [ 3471.300459] oom-kill:constraint=CONSTRAINT_NONE,nodemask=(null),task=Xfbdev,pid=187,uid=0
  [ 3471.300744] Out of memory: Killed process 187 (Xfbdev) total-vm:15668kB, anon-rss:64kB, file-rss:484kB, shmem-rss:0kB, UID:0 pgtables:28kB oom_score_adj:0
=== BEGIN_CSV ===
uptime,xdata_kb,xrss_kb,xswap_kb,xmajflt,xcpu_ticks,updates,memavail_kb,swap_kb,jwm_kb,st_kb,xfiles_kb,xcalc_kb
2778,7888,2912,4476,1504,4535,25,2396,7836,100,8,8,
2786,7888,2912,4476,1504,4544,25,2404,7836,100,8,8,
2793,7888,2912,4476,1504,4554,25,2404,7836,100,8,8,
2801,7888,2912,4476,1504,4564,24,2320,7836,100,8,8,
2809,7888,2912,4476,1504,4573,25,2284,7836,100,8,8,
2816,7888,2912,4476,1504,4583,25,2336,7836,100,8,8,
2824,7888,2912,4476,1504,4592,25,2316,7836,100,8,8,
2832,7888,2912,4476,1504,4601,24,2396,7836,100,8,8,
2840,7888,2912,4476,1504,4612,25,2384,7836,100,8,8,
2847,7888,2912,4476,1504,4622,25,2460,7836,100,8,8,
2855,7888,2912,4476,1504,4631,25,2312,7836,100,8,8,
2863,7888,2912,4476,1504,4641,24,2388,7836,100,8,8,
2870,7888,2912,4476,1504,4651,25,2400,7836,100,8,8,
2878,7888,2912,4476,1504,4660,25,2276,7836,100,8,8,
2886,7888,2912,4476,1504,4669,25,2276,7836,100,8,8,
2893,7888,2912,4476,1504,4679,24,2396,7836,100,8,8,
2901,7888,2912,4476,1504,4689,25,2372,7836,100,8,8,
2909,7888,2912,4476,1504,4698,25,2400,7836,100,8,8,
2916,7888,2912,4476,1504,4708,25,2372,7836,100,8,8,
2924,7888,2912,4476,1504,4717,24,2388,7836,100,8,8,
2932,7888,2912,4476,1504,4728,25,2336,7836,100,8,8,
2939,7888,2912,4476,1504,4737,25,2316,7836,100,8,8,
2947,7888,2912,4476,1504,4746,25,2372,7836,100,8,8,
2955,7888,2912,4476,1504,4756,24,2392,7836,100,8,8,
2962,7888,2912,4476,1504,4765,25,2324,7836,100,8,8,
2970,7888,2912,4476,1504,4775,25,2332,7836,100,8,8,
2978,7888,2912,4476,1504,4785,25,2392,7836,100,8,8,
2985,7888,2912,4476,1504,4794,24,2328,7836,100,8,8,
2993,7888,2912,4476,1504,4803,25,2324,7836,100,8,8,
3001,7888,2912,4476,1504,4813,25,2280,7836,100,8,8,
3008,7888,2912,4476,1504,4823,25,2404,7836,100,8,8,
3016,7888,2912,4476,1504,4832,24,2340,7836,100,8,8,
3024,7888,2912,4476,1504,4842,25,2408,7836,100,8,8,
3031,7888,2912,4476,1504,4851,25,2340,7836,100,8,8,
3039,7888,2912,4476,1504,4861,24,2328,7836,100,8,8,
3047,7888,2912,4476,1504,4870,25,2408,7836,100,8,8,
3054,7888,2912,4476,1504,4880,25,2380,7836,100,8,8,
3062,7888,2900,4488,1504,4890,25,2436,7836,100,8,8,
3070,7888,2900,4488,1504,4900,25,2388,7836,100,8,8,
3077,7888,2900,4488,1504,4910,24,2128,7836,100,8,8,
3085,7888,2900,4488,1504,4919,25,2320,7836,100,8,8,
3093,7888,2900,4488,1504,4930,25,2484,7836,100,8,8,
3100,7888,2900,4488,1504,4939,25,2324,7836,100,8,8,
3108,7888,2900,4488,1504,4949,24,2400,7836,100,8,8,
3116,7888,2900,4488,1504,4959,25,2304,7836,100,8,8,
3124,7888,2900,4488,1504,4969,25,2288,7836,100,8,8,
3131,7888,2900,4488,1504,4977,25,2288,7836,100,8,8,
3139,7888,2900,4488,1504,4988,24,2336,7836,100,8,8,
3147,7888,2900,4488,1504,4997,25,2380,7836,100,8,8,
3154,7888,2900,4488,1504,5007,25,2468,7836,100,8,8,
3162,7888,2900,4488,1504,5017,25,2280,7836,100,8,8,
3170,7888,2900,4488,1504,5027,25,2288,7836,100,8,8,
3177,7888,2900,4488,1504,5036,24,2280,7836,100,8,8,
3185,7888,2900,4488,1504,5046,25,2408,7836,100,8,8,
3193,7888,2900,4488,1504,5055,25,2320,7836,100,8,8,
3200,7888,2900,4488,1504,5065,24,2332,7836,100,8,8,
3208,7888,2900,4488,1504,5075,25,2404,7836,100,8,8,
3216,7888,2900,4488,1504,5085,25,2404,7836,100,8,8,
3223,7888,2900,4488,1504,5094,25,2408,7836,100,8,8,
3231,7888,2900,4488,1504,5103,25,2324,7836,100,8,8,
3239,7888,2900,4488,1504,5114,24,2344,7836,100,8,8,
3246,7888,2900,4488,1504,5124,25,2408,7836,100,8,8,
3254,7888,2900,4488,1504,5132,25,2372,7836,100,8,8,
3262,7888,2900,4488,1504,5142,24,2400,7836,100,8,8,
3269,7888,2900,4488,1504,5151,25,2280,7836,100,8,8,
3277,7888,2900,4488,1504,5162,25,2324,7836,100,8,8,
3285,7888,2900,4488,1504,5171,25,2324,7836,100,8,8,
3293,7888,2900,4488,1504,5180,25,2324,7836,100,8,8,
3300,7888,2900,4488,1504,5190,24,2388,7836,100,8,8,
3308,7888,2900,4488,1504,5200,25,2324,7836,100,8,8,
3316,7888,2900,4488,1504,5209,25,2344,7836,100,8,8,
3323,7888,2900,4488,1504,5219,25,2332,7836,100,8,8,
3331,7888,2900,4488,1504,5229,25,2404,7836,100,8,8,
3339,7888,2900,4488,1504,5239,24,2320,7836,100,8,8,
3346,7888,2900,4488,1504,5248,25,2340,7836,100,8,8,
3354,7888,2900,4488,1504,5258,25,2304,7836,100,8,8,
3362,7888,2900,4488,1504,5268,24,2408,7836,100,8,8,
3369,7888,2900,4488,1504,5277,25,2288,7836,100,8,8,
3377,7888,2900,4488,1504,5286,25,2468,7836,100,8,8,
3385,7888,2900,4488,1504,5296,25,2400,7836,100,8,8,
3392,7888,2900,4488,1504,5306,24,2400,7836,100,8,8,
3400,7888,2900,4488,1504,5316,25,2400,7836,100,8,8,
3408,7888,2900,4488,1504,5324,25,2392,7836,100,8,8,
3415,7888,2900,4488,1504,5334,25,2324,7836,100,8,8,
3423,7888,2900,4488,1504,5344,24,2408,7836,100,8,8,
3431,7888,2900,4488,1504,5353,25,2408,7836,100,8,8,
3438,7888,2900,4488,1504,5362,25,2324,7836,100,8,8,
3446,7888,2900,4488,1504,5372,25,2336,7836,100,8,8,
3454,7888,2900,4488,1504,5382,24,2384,7836,100,8,8,
3467,9564,3676,5364,2190,6171,17,1216,3860,100,8,96,
3478,,,,,,,2324,3860,,,,
3484,,,,,,,2448,3860,,,,
3489,,,,,,,2456,3860,,,,
3495,,,,,,,2464,3860,,,,
3500,,,,,,,2472,3860,,,,
3506,,,,,,,1828,3860,,,,
3512,,,,,,,1836,3860,,,,
3517,,,,,,,1844,3860,,,,
3523,,,,,,,1852,3860,,,,
3528,,,,,,,1860,3860,,,,
3534,,,,,,,1868,3860,,,,
3539,,,,,,,1876,3860,,,,
3545,,,,,,,1884,3860,,,,
3551,,,,,,,1892,3860,,,,
3556,,,,,,,1900,3860,,,,
3562,,,,,,,1908,3860,,,,
3567,,,,,,,2028,3860,,,,
3573,,,,,,,2148,3860,,,,
3578,,,,,,,2156,3860,,,,
3584,,,,,,,2164,3860,,,,
3590,,,,,,,2172,3860,,,,
3595,,,,,,,2180,3860,,,,
3601,,,,,,,2300,3860,,,,
3606,,,,,,,2308,3860,,,,
3612,,,,,,,2316,3860,,,,
3617,,,,,,,2324,3860,,,,
3623,,,,,,,2332,3860,,,,
3629,,,,,,,2452,3860,,,,
3634,,,,,,,2460,3860,,,,
3640,,,,,,,2468,3860,,,,
3645,,,,,,,2476,3860,,,,
3651,,,,,,,2480,3860,,,,
3656,,,,,,,2468,3860,,,,
3662,,,,,,,2456,3860,,,,
3668,,,,,,,2448,3860,,,,
3673,,,,,,,2444,3860,,,,
3679,,,,,,,2436,3860,,,,
3684,,,,,,,2428,3860,,,,
3690,,,,,,,2420,3860,,,,
3695,,,,,,,2412,3860,,,,
3701,,,,,,,2404,3860,,,,
3707,,,,,,,2396,3860,,,,
3712,,,,,,,2388,3860,,,,
3718,,,,,,,2376,3860,,,,
3723,,,,,,,2372,3860,,,,
3729,,,,,,,2364,3860,,,,
3734,,,,,,,2356,3860,,,,
3740,,,,,,,2388,3860,,,,
3746,,,,,,,2344,3860,,,,
3751,,,,,,,2332,3860,,,,
3757,,,,,,,2324,3860,,,,
3762,,,,,,,2316,3860,,,,
3768,,,,,,,2296,3860,,,,
3773,,,,,,,2288,3860,,,,
3779,,,,,,,2468,3860,,,,
3785,,,,,,,2408,3860,,,,
3790,,,,,,,2392,3860,,,,
3796,,,,,,,2396,3860,,,,
3801,,,,,,,2360,3860,,,,
3807,,,,,,,2376,3860,,,,
3812,,,,,,,2392,3860,,,,
3818,,,,,,,2388,3860,,,,
3824,,,,,,,2392,3860,,,,
3829,,,,,,,2388,3860,,,,
3835,,,,,,,2392,3860,,,,
3840,,,,,,,2432,3860,,,,
3846,,,,,,,2384,3860,,,,
3851,,,,,,,2388,3860,,,,
3857,,,,,,,2380,3860,,,,
3863,,,,,,,2388,3860,,,,
3868,,,,,,,2392,3860,,,,
3874,,,,,,,2380,3860,,,,
3879,,,,,,,2392,3860,,,,
3885,,,,,,,2392,3860,,,,
3890,,,,,,,2392,3860,,,,
3896,,,,,,,2396,3860,,,,
3902,,,,,,,2388,3860,,,,
3907,,,,,,,2484,3860,,,,
3913,,,,,,,2432,3860,,,,
3918,,,,,,,2440,3860,,,,
3924,,,,,,,2440,3860,,,,
3929,,,,,,,2464,3860,,,,
3935,,,,,,,2420,3860,,,,
3941,,,,,,,2424,3860,,,,
3946,,,,,,,2432,3860,,,,
3952,,,,,,,2428,3860,,,,
3957,,,,,,,2468,3860,,,,
3963,,,,,,,2428,3860,,,,
3968,,,,,,,2424,3860,,,,
3974,,,,,,,2428,3860,,,,
3980,,,,,,,2428,3860,,,,
3985,,,,,,,2468,3860,,,,
3991,,,,,,,2428,3860,,,,
3996,,,,,,,2432,3860,,,,
4002,,,,,,,2424,3860,,,,
4007,,,,,,,2424,3860,,,,
4013,,,,,,,2428,3860,,,,
4018,,,,,,,2468,3860,,,,
4024,,,,,,,2428,3860,,,,
4030,,,,,,,2432,3860,,,,
4035,,,,,,,2424,3860,,,,
4041,,,,,,,2424,3860,,,,
4046,,,,,,,2436,3860,,,,
4052,,,,,,,2424,3860,,,,
4057,,,,,,,2432,3860,,,,
4063,,,,,,,2432,3860,,,,
4069,,,,,,,2428,3860,,,,
4074,,,,,,,2432,3860,,,,
4080,,,,,,,2428,3860,,,,
4085,,,,,,,2428,3860,,,,
4091,,,,,,,2428,3860,,,,
4096,,,,,,,2420,3860,,,,
4102,,,,,,,2476,3860,,,,
4108,,,,,,,2436,3860,,,,
4113,,,,,,,2472,3860,,,,
4119,,,,,,,2432,3860,,,,
4124,,,,,,,2476,3860,,,,
4130,,,,,,,2476,3860,,,,
4135,,,,,,,2420,3860,,,,
4141,,,,,,,2424,3860,,,,
4147,,,,,,,2464,3860,,,,
4152,,,,,,,2424,3860,,,,
4158,,,,,,,2420,3860,,,,
4163,,,,,,,2420,3860,,,,
4169,,,,,,,2424,3860,,,,
4174,,,,,,,2424,3860,,,,
4180,,,,,,,2420,3860,,,,
4186,,,,,,,2424,3860,,,,
4191,,,,,,,2424,3860,,,,
4197,,,,,,,2428,3860,,,,
4202,,,,,,,2424,3860,,,,
4208,,,,,,,2464,3860,,,,
4213,,,,,,,2428,3860,,,,
4219,,,,,,,2416,3860,,,,
4224,,,,,,,2464,3604,,,,
4230,,,,,,,2760,3604,,,,
4236,,,,,,,2756,3604,,,,
4241,,,,,,,2752,3604,,,,
4247,,,,,,,2756,3604,,,,
4252,,,,,,,2796,3604,,,,
4258,,,,,,,2424,3604,,,,
4264,,,,,,,2440,3604,,,,
4269,,,,,,,2456,3604,,,,
4275,,,,,,,2472,3604,,,,
4280,,,,,,,2488,3604,,,,
4286,,,,,,,2504,3604,,,,
4291,,,,,,,2520,3604,,,,
4297,,,,,,,2536,3604,,,,
4303,,,,,,,2552,3604,,,,
4308,,,,,,,2680,3604,,,,
4314,,,,,,,2696,3604,,,,
4319,,,,,,,2712,3604,,,,
4325,,,,,,,2728,3604,,,,
4330,,,,,,,2744,3604,,,,
4336,,,,,,,2744,3604,,,,
4341,,,,,,,2744,3604,,,,
4347,,,,,,,2748,3604,,,,
4353,,,,,,,2748,3604,,,,
4358,,,,,,,2752,3604,,,,
4364,,,,,,,2788,3604,,,,
4369,,,,,,,2788,3604,,,,
4375,,,,,,,2748,3604,,,,
4380,,,,,,,2744,3604,,,,
4386,,,,,,,2740,3604,,,,
4392,,,,,,,2740,3604,,,,
4397,,,,,,,2744,3604,,,,
4403,,,,,,,2744,3604,,,,
4408,,,,,,,2744,3604,,,,
4414,,,,,,,2740,3604,,,,
4419,,,,,,,2744,3604,,,,
4425,,,,,,,2744,3604,,,,
4431,,,,,,,2864,3604,,,,
4436,,,,,,,2820,3604,,,,
4442,,,,,,,2828,3604,,,,
4447,,,,,,,2856,3604,,,,
4453,,,,,,,2468,3604,,,,
4458,,,,,,,2484,3604,,,,
4464,,,,,,,2500,3604,,,,
4470,,,,,,,2516,3604,,,,
4475,,,,,,,2532,3604,,,,
4481,,,,,,,2660,3604,,,,
4486,,,,,,,2788,3604,,,,
4492,,,,,,,2804,3604,,,,
4497,,,,,,,2820,3604,,,,
4503,,,,,,,2816,3604,,,,
4509,,,,,,,2812,3604,,,,
4514,,,,,,,2812,3604,,,,
4520,,,,,,,2816,3604,,,,
4525,,,,,,,2816,3604,,,,
4531,,,,,,,2804,3604,,,,
4536,,,,,,,2808,3604,,,,
4542,,,,,,,2808,3604,,,,
4548,,,,,,,2820,3604,,,,
4553,,,,,,,2812,3604,,,,
4559,,,,,,,2816,3604,,,,
4564,,,,,,,2820,3604,,,,
4570,,,,,,,2816,3604,,,,
4575,,,,,,,2812,3604,,,,
4581,,,,,,,2816,3604,,,,
4586,,,,,,,2856,3604,,,,
4592,,,,,,,2820,3604,,,,
4598,,,,,,,2816,3604,,,,
4603,,,,,,,2812,3604,,,,
4609,,,,,,,2816,3604,,,,
4614,,,,,,,2816,3604,,,,
4620,,,,,,,2808,3604,,,,
4625,,,,,,,2808,3604,,,,
4631,,,,,,,2808,3604,,,,
4637,,,,,,,2808,3604,,,,
4642,,,,,,,2852,3348,,,,
4648,,,,,,,2636,3348,,,,
4653,,,,,,,2652,3348,,,,
4659,,,,,,,2780,3348,,,,
4664,,,,,,,2796,3348,,,,
4670,,,,,,,2924,3348,,,,
4676,,,,,,,2876,3348,,,,
4681,,,,,,,2916,3348,,,,
4687,,,,,,,2876,3348,,,,
4692,,,,,,,2876,3348,,,,
4698,,,,,,,2876,3348,,,,
4704,,,,,,,2876,3348,,,,
4709,,,,,,,2916,3348,,,,
4715,,,,,,,2920,3348,,,,
4720,,,,,,,2872,3348,,,,
4726,,,,,,,2876,3348,,,,
4731,,,,,,,2916,3348,,,,
4737,,,,,,,2872,3348,,,,
4743,,,,,,,2876,3348,,,,
4748,,,,,,,2876,3348,,,,
4754,,,,,,,2872,3348,,,,
4759,,,,,,,2876,3348,,,,
4765,,,,,,,2872,3348,,,,
4770,,,,,,,2872,3348,,,,
4776,,,,,,,2872,3348,,,,
4782,,,,,,,2876,3348,,,,
4787,,,,,,,2872,3348,,,,
4793,,,,,,,2876,3348,,,,
4798,,,,,,,2880,3348,,,,
4804,,,,,,,2872,3348,,,,
4809,,,,,,,2872,3348,,,,
4815,,,,,,,2872,3348,,,,
4821,,,,,,,2876,3348,,,,
4826,,,,,,,2904,3348,,,,
4832,,,,,,,2908,3348,,,,
4837,,,,,,,2860,3348,,,,
4843,,,,,,,2864,3348,,,,
4848,,,,,,,2868,3348,,,,
4854,,,,,,,2860,3348,,,,
4860,,,,,,,2904,3348,,,,
4865,,,,,,,2864,3348,,,,
4871,,,,,,,2864,3348,,,,
4876,,,,,,,2652,3348,,,,
4882,,,,,,,2668,3348,,,,
4888,,,,,,,2684,3348,,,,
4893,,,,,,,2700,3348,,,,
4899,,,,,,,2716,3348,,,,
4904,,,,,,,2732,3348,,,,
4910,,,,,,,2748,3348,,,,
4915,,,,,,,2764,3348,,,,
4921,,,,,,,2780,3348,,,,
4927,,,,,,,2796,3348,,,,
4932,,,,,,,2812,3348,,,,
4938,,,,,,,2828,3348,,,,
4943,,,,,,,2844,3348,,,,
4949,,,,,,,2860,3348,,,,
4954,,,,,,,2876,3348,,,,
4960,,,,,,,2892,3348,,,,
4966,,,,,,,3020,3348,,,,
4971,,,,,,,2976,3348,,,,
4977,,,,,,,2972,3348,,,,
4982,,,,,,,2972,3348,,,,
4988,,,,,,,3016,3348,,,,
4994,,,,,,,2972,3348,,,,
4999,,,,,,,2976,3348,,,,
5005,,,,,,,2964,3348,,,,
5010,,,,,,,3016,3348,,,,
5016,,,,,,,2972,3348,,,,
5021,,,,,,,2972,3348,,,,
5027,,,,,,,2972,3348,,,,
5033,,,,,,,3016,3348,,,,
5038,,,,,,,3016,3348,,,,
5044,,,,,,,2972,3348,,,,
5049,,,,,,,2980,3348,,,,
5055,,,,,,,2972,3348,,,,
5060,,,,,,,2964,3348,,,,
5066,,,,,,,3020,3348,,,,
5072,,,,,,,3016,3348,,,,
5077,,,,,,,2976,3348,,,,
5083,,,,,,,2972,3348,,,,
5088,,,,,,,2976,3348,,,,
5094,,,,,,,2972,3348,,,,
5100,,,,,,,2976,3348,,,,
5105,,,,,,,2976,3348,,,,
5111,,,,,,,2976,3348,,,,
5116,,,,,,,2972,3348,,,,
5122,,,,,,,2972,3348,,,,
5127,,,,,,,2972,3348,,,,
5133,,,,,,,3092,3348,,,,
5139,,,,,,,2792,3348,,,,
5144,,,,,,,2808,3348,,,,
5150,,,,,,,2824,3348,,,,
5155,,,,,,,2840,3348,,,,
5161,,,,,,,2856,3348,,,,
5166,,,,,,,2872,3348,,,,
5172,,,,,,,3000,3348,,,,
5178,,,,,,,3016,3348,,,,
5183,,,,,,,3032,3348,,,,
5189,,,,,,,3048,3348,,,,
5194,,,,,,,3064,3348,,,,
5200,,,,,,,3080,3348,,,,
5205,,,,,,,3092,3348,,,,
5211,,,,,,,3092,3348,,,,
5217,,,,,,,3092,3348,,,,
5222,,,,,,,3088,3348,,,,
5228,,,,,,,3088,3348,,,,
5233,,,,,,,3088,3348,,,,
5239,,,,,,,3092,3348,,,,
5244,,,,,,,3132,3348,,,,
5250,,,,,,,3132,3348,,,,
5256,,,,,,,3092,3348,,,,
5261,,,,,,,3132,3348,,,,
5267,,,,,,,3092,3348,,,,
5272,,,,,,,3084,3348,,,,
5278,,,,,,,3092,3348,,,,
5283,,,,,,,3092,3348,,,,
5289,,,,,,,3088,3348,,,,
5295,,,,,,,3088,3348,,,,
5300,,,,,,,3096,3348,,,,
5306,,,,,,,3088,3348,,,,
5311,,,,,,,3088,3348,,,,
5317,,,,,,,3092,3348,,,,
5323,,,,,,,3092,3348,,,,
5328,,,,,,,3088,3348,,,,
5334,,,,,,,3092,3348,,,,
5339,,,,,,,3092,3348,,,,
5345,,,,,,,3132,3348,,,,
5350,,,,,,,3092,3348,,,,
5356,,,,,,,3080,3348,,,,
5362,,,,,,,3124,3348,,,,
5367,,,,,,,3084,3348,,,,
5373,,,,,,,3084,3348,,,,
5378,,,,,,,3124,3348,,,,
5384,,,,,,,3084,3348,,,,
5389,,,,,,,3084,3092,,,,
5395,,,,,,,3152,3092,,,,
5401,,,,,,,2888,3092,,,,
5406,,,,,,,2904,3092,,,,
5412,,,,,,,2920,3092,,,,
5417,,,,,,,2936,3092,,,,
5423,,,,,,,2952,3092,,,,
5428,,,,,,,2968,3092,,,,
5434,,,,,,,3096,3092,,,,
5440,,,,,,,3112,3092,,,,
5445,,,,,,,3128,3092,,,,
5451,,,,,,,3144,3092,,,,
5456,,,,,,,3148,3092,,,,
5462,,,,,,,3188,3092,,,,
5467,,,,,,,3144,3092,,,,
5473,,,,,,,3144,3092,,,,
5479,,,,,,,3148,3092,,,,
5484,,,,,,,3148,3092,,,,
5490,,,,,,,3144,3092,,,,
5495,,,,,,,3136,3092,,,,
5501,,,,,,,3140,3092,,,,
5506,,,,,,,3148,3092,,,,
5512,,,,,,,3144,3092,,,,
5518,,,,,,,3192,3092,,,,
5523,,,,,,,3144,3092,,,,
5529,,,,,,,3148,3092,,,,
5534,,,,,,,3148,3092,,,,
5540,,,,,,,3144,3092,,,,
5546,,,,,,,3144,3092,,,,
5551,,,,,,,3152,3092,,,,
5557,,,,,,,3188,3092,,,,
5562,,,,,,,3148,3092,,,,
5568,,,,,,,3188,3092,,,,
5573,,,,,,,3148,3092,,,,
5579,,,,,,,3148,3092,,,,
5585,,,,,,,3148,3092,,,,
5590,,,,,,,3144,3092,,,,
5596,,,,,,,3188,3092,,,,
5602,,,,,,,3040,3092,,,,
=== END_CSV ===
RS_DONE_0
~ # 
